,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY
2514,0,22JAN53,46,0,12.999999999999998,26412.0,No,140131.0,Yes,M,z_High School,Clerical,43,Commercial,10060,1,Pickup,yes,8636,3,No,5,5488,7.0,Highly Urban/ Urban
2519,0,15APR62,37,2,14.0,83419.0,No,297024.0,Yes,z_F,z_High School,z_Blue Collar,33,Commercial,9840,10,Sports Car,no,3771,3,No,3,5027,1.0,Highly Urban/ Urban
2532,0,19FEB57,42,1,12.0,80130.0,No,231747.0,Yes,M,z_High School,z_Blue Collar,6,Commercial,5700,4,Minivan,yes,34020,1,Yes,9,3674,1.0,Highly Urban/ Urban
2539,0,03JUN53,46,0,11.0,98572.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,27,Commercial,17020,1,Van,no,4538,2,No,7,3180,10.0,Highly Urban/ Urban
2540,1,29APR62,37,2,13.0,80183.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,15500,4,Minivan,no,8385,1,No,7,3439,12.0,Highly Urban/ Urban
2543,0,11SEP77,22,0,0.0,0.0,No,0.0,z_No,M,<High School,Student,22,Private,3700,3,Minivan,yes,0,0,No,0,5430,1.0,Highly Urban/ Urban
2546,0,05DEC38,61,0,0.0,0.0,No,108148.0,Yes,z_F,<High School,Student,30,Private,7500,4,z_SUV,no,8739,1,No,4,3736,1.0,Highly Urban/ Urban
2553,0,16JUL50,49,0,10.0,43676.0,No,113151.5,z_No,z_F,z_High School,z_Blue Collar,22,Commercial,10770,4,z_SUV,no,9230,1,No,3,3140,7.0,Highly Urban/ Urban
2554,0,11FEB63,36,2,10.0,27370.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,25,Commercial,13670,4,Minivan,no,4318,1,No,3,4482,7.0,Highly Urban/ Urban
2556,0,10SEP35,64,0,14.0,45110.0,No,178514.0,Yes,M,Bachelors,z_Blue Collar,22,Commercial,14860,1,z_SUV,no,0,0,No,0,4278,9.0,Highly Urban/ Urban
2558,3,22FEB58,41,3,10.0,43488.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,48,Private,9950,11,z_SUV,no,0,0,No,4,5576,1.0,Highly Urban/ Urban
2560,0,23NOV51,48,0,7.0,69496.0,No,0.0,z_No,M,z_High School,Professional,43,Commercial,24310,10,Panel Truck,yes,0,0,No,0,243,7.0,Highly Urban/ Urban
2565,0,30JUL50,49,0,10.0,41068.0,No,0.0,z_No,M,z_High School,z_Blue Collar,28,Commercial,21130,6,Van,yes,7463,2,No,0,20883,1.0,Highly Urban/ Urban
2571,0,31DEC53,46,1,9.0,51221.0,No,166715.0,Yes,M,<High School,Clerical,51,Private,16550,1,Minivan,yes,0,0,No,1,2610,6.0,Highly Urban/ Urban
2573,0,24OCT67,32,1,11.0,6622.0,No,0.0,Yes,z_F,z_High School,Student,22,Private,1500,6,Sports Car,no,0,0,No,0,5692,7.0,Highly Urban/ Urban
2577,0,15JAN50,49,0,13.0,96057.0,No,245655.0,Yes,M,Bachelors,Professional,76,Commercial,27660,6,Panel Truck,no,0,0,No,2,4246,9.0,Highly Urban/ Urban
2592,0,23AUG35,64,0,16.0,40188.0,No,203994.0,Yes,M,Bachelors,z_Blue Collar,65,Commercial,7900,1,z_SUV,yes,10942,2,Yes,0,6316,11.0,Highly Urban/ Urban
2594,0,06OCT49,50,0,14.000000000000002,27783.0,No,0.0,z_No,M,<High School,z_Blue Collar,41,Commercial,6500,1,Pickup,yes,8506,1,No,1,3124,1.0,Highly Urban/ Urban
2601,0,23MAY48,51,0,12.75,104346.0,No,319207.0,Yes,z_F,z_High School,z_Blue Collar,33,Commercial,24860,17,Minivan,no,2131,1,No,3,2235,1.0,Highly Urban/ Urban
2602,1,10OCT58,41,1,10.0,96166.0,No,241382.0,Yes,z_F,Masters,Lawyer,29,Private,15220,1,z_SUV,no,0,0,Yes,1,1187,8.0,Highly Urban/ Urban
2605,0,23MAY43,56,0,9.0,47847.0,No,178445.0,Yes,z_F,Bachelors,z_Blue Collar,49,Commercial,11880,1,Sports Car,no,0,0,No,4,295,12.0,Highly Urban/ Urban
2606,0,07APR54,45,1,10.0,102765.0,Yes,0.0,z_No,z_F,Masters,Lawyer,43,Private,19680,6,Minivan,no,0,0,No,0,1283,17.0,Highly Urban/ Urban
2607,0,24FEB68,31,1,11.0,38453.0,Yes,163602.0,z_No,z_F,z_High School,z_Blue Collar,9,Commercial,17360,6,Pickup,no,8153,1,No,8,4550,1.0,Highly Urban/ Urban
2610,0,03FEB46,53,0,0.0,12393.16305732484,No,0.0,z_No,z_F,Masters,Home Maker,48,Commercial,41470,11,Panel Truck,no,1797,3,No,4,3149,13.0,Highly Urban/ Urban
2617,0,10MAY52,47,0,9.0,59233.0,No,167038.0,z_No,z_F,Bachelors,z_Blue Collar,14,Commercial,21420,1,Minivan,no,0,0,No,1,4719,8.0,Highly Urban/ Urban
2618,0,04OCT46,53,0,11.0,91924.0,No,249756.0,Yes,M,z_High School,z_Blue Collar,5,Commercial,19330,13,Van,no,20463,1,Yes,3,3611,8.0,Highly Urban/ Urban
2619,0,21OCT51,48,0,11.0,66817.0,No,218953.0,Yes,M,z_High School,Professional,31,Private,14690,1,Minivan,yes,0,0,No,0,4849,7.0,Highly Urban/ Urban
2620,0,26JUN57,42,0,11.0,50009.0,No,0.0,z_No,M,Masters,z_Blue Collar,64,Commercial,17000,1,Van,no,0,0,No,3,7084,14.0,Highly Urban/ Urban
2624,0,27MAR47,52,0,12.0,37388.0,No,0.0,z_No,M,<High School,z_Blue Collar,26,Commercial,7310,4,Pickup,yes,19685,3,Yes,4,1131,1.0,Highly Urban/ Urban
2629,0,12JUL54,45,0,10.0,61696.0,No,207862.0,Yes,M,Bachelors,Professional,43,Private,18090,4,Van,yes,0,0,Yes,1,4361,12.0,Highly Urban/ Urban
2630,0,21SEP61,38,0,9.0,70851.0,No,205840.0,Yes,M,z_High School,Clerical,48,Private,20330,6,Van,no,0,0,No,0,596,1.0,Highly Urban/ Urban
2631,0,30JUL46,53,0,8.0,132536.0,No,368061.0,Yes,M,Bachelors,Professional,43,Commercial,20050,1,Van,no,0,0,No,0,7990,9.0,Highly Urban/ Urban
2640,0,02JUL72,27,1,12.0,22252.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,33,Private,14070,1,z_SUV,no,0,0,No,1,4446,7.0,Highly Urban/ Urban
2642,0,08FEB51,48,0,9.0,118277.0,No,0.0,z_No,M,Masters,z_Blue Collar,36,Commercial,17680,15,Van,yes,7274,3,No,1,2115,18.0,Highly Urban/ Urban
2644,0,24AUG59,40,0,7.0,30631.0,No,0.0,z_No,M,<High School,z_Blue Collar,50,Commercial,11510,4,Pickup,yes,981,3,No,5,3007,1.0,Highly Urban/ Urban
2647,0,25JUN48,51,0,8.0,93709.0,No,0.0,z_No,M,Masters,z_Blue Collar,22,Commercial,20770,6,Van,yes,0,0,No,0,3725,19.0,Highly Urban/ Urban
2663,0,13JUN42,57,0,10.0,28617.0,No,183202.0,Yes,z_F,z_High School,Clerical,40,Private,17850,6,z_SUV,no,8579,2,No,5,2551,7.0,Highly Urban/ Urban
2665,0,02SEP61,38,1,12.0,48793.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,34,Private,4900,4,Pickup,yes,0,0,No,0,1206,6.0,z_Highly Rural/ Rural
2670,0,16DEC73,26,2,12.0,26906.0,Yes,0.0,z_No,z_F,z_High School,Clerical,10,Private,4000,1,Sports Car,no,23451,2,Yes,8,3748,8.0,Highly Urban/ Urban
2679,0,22OCT68,31,1,8.0,30348.0,Yes,128843.0,z_No,M,Bachelors,Clerical,47,Private,4600,10,Minivan,no,2118,1,No,4,4125,9.0,Highly Urban/ Urban
2681,0,17AUG49,50,0,7.000000000000001,72306.0,No,193868.0,Yes,M,Masters,Lawyer,57,Private,14500,1,Minivan,yes,9583,1,No,0,4519,12.0,Highly Urban/ Urban
2685,2,21DEC57,42,2,12.0,64957.0,No,209019.0,Yes,M,Masters,z_Blue Collar,47,Commercial,12100,5,Pickup,no,6936,2,No,8,39729,7.0,Highly Urban/ Urban
2686,0,11DEC46,53,0,0.0,0.0,No,0.0,z_No,z_F,PhD,Home Maker,41,Private,6400,1,Sports Car,no,6966,4,No,5,18461,11.0,Highly Urban/ Urban
2687,1,14JAN63,36,1,8.0,90886.0,Yes,0.0,z_No,z_F,Masters,Lawyer,46,Private,30790,1,Pickup,no,11692,1,No,1,1760,17.0,Highly Urban/ Urban
2688,0,26JUN47,52,0,14.0,7356.0,No,0.0,Yes,M,z_High School,Student,20,Private,3030,1,Minivan,no,6796,2,No,0,4370,7.0,Highly Urban/ Urban
2689,0,22OCT53,46,0,7.0,71869.0,No,246071.0,z_No,M,Masters,Professional,20,Commercial,11180,17,Pickup,no,4839,3,No,7,3993,15.0,Highly Urban/ Urban
2694,0,17DEC35,64,0,15.0,42209.0,No,0.0,z_No,M,z_High School,z_Blue Collar,22,Commercial,16250,1,z_SUV,no,6379,3,No,8,19668,9.0,Highly Urban/ Urban
2695,0,30OCT46,53,0,12.0,72537.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,23,Commercial,18880,1,Van,yes,0,0,No,3,6804,1.0,Highly Urban/ Urban
2698,0,27AUG56,43,2,16.0,58158.0,No,203678.0,Yes,M,z_High School,z_Blue Collar,24,Commercial,16400,6,Minivan,yes,0,0,No,0,2660,1.0,Highly Urban/ Urban
2702,0,13JUL32,67,1,14.0,75971.8968373494,No,219318.0,Yes,z_F,z_High School,Professional,66,Private,12690,1,z_SUV,no,21525,2,Yes,3,8641,1.0,Highly Urban/ Urban
2703,0,04FEB60,39,2,12.0,36143.0,Yes,0.0,z_No,M,z_High School,Clerical,44,Private,5400,1,Pickup,yes,0,0,No,0,8843,10.0,z_Highly Rural/ Rural
2704,0,03JUN65,34,1,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Home Maker,22,Private,10510,4,z_SUV,no,4422,3,No,9,2091,1.0,Highly Urban/ Urban
2713,0,10APR64,35,0,12.0,58310.0,No,0.0,z_No,M,z_High School,z_Blue Collar,33,Private,8470,1,Pickup,no,0,0,No,2,2186,1.0,Highly Urban/ Urban
2721,0,28FEB58,41,0,11.0,72030.66344778254,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,49,Commercial,13070,6,Sports Car,no,2932,3,No,7,3404,13.0,Highly Urban/ Urban
2727,0,28MAY55,44,0,11.0,0.0,No,0.0,z_No,z_F,Masters,Home Maker,27,Private,5900,4,z_SUV,no,0,0,No,2,4267,11.0,Highly Urban/ Urban
2729,0,18OCT62,37,0,10.0,72030.66344778254,No,0.0,z_No,M,z_High School,z_Blue Collar,21,Commercial,8360,1,Pickup,yes,17775,2,Yes,0,8812,11.0,Highly Urban/ Urban
2730,0,29NOV64,35,3,5.0,42025.0,No,138760.0,Yes,M,z_High School,z_Blue Collar,38,Commercial,4900,1,Pickup,no,0,0,No,0,2635,9.0,Highly Urban/ Urban
2740,1,20JAN62,37,2,13.0,72030.66344778254,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,62,Commercial,16790,1,Minivan,no,17919,2,Yes,7,1941,7.0,Highly Urban/ Urban
2742,0,19JUN53,46,0,12.0,24139.0,No,0.0,z_No,M,<High School,Clerical,41,Commercial,8510,4,Pickup,no,0,0,No,4,3501,1.0,Highly Urban/ Urban
2751,0,07FEB60,39,0,7.0,36141.0,No,0.0,z_No,M,z_High School,z_Blue Collar,27,Commercial,15820,1,Minivan,no,0,0,No,0,4056,1.0,Highly Urban/ Urban
2753,0,18MAR52,47,0,11.999999999999998,40363.0,No,113151.5,z_No,M,z_High School,z_Blue Collar,36,Commercial,11120,1,Pickup,yes,30981,2,Yes,2,3846,1.0,Highly Urban/ Urban
2756,0,06JUN61,38,0,15.0,61749.0,No,138681.0,Yes,M,Bachelors,Professional,21,Private,16800,6,Minivan,no,1191,3,No,2,6787,7.0,Highly Urban/ Urban
2758,0,25OCT51,48,0,13.0,45819.0,No,161549.0,Yes,M,z_High School,Manager,27,Private,6080,6,Pickup,no,25622,1,Yes,4,4715,9.0,Highly Urban/ Urban
2759,1,05FEB63,36,2,11.0,33274.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,46,Commercial,16780,6,Minivan,no,3997,3,Yes,7,810,1.0,Highly Urban/ Urban
2761,0,19SEP41,58,0,9.0,27917.0,No,171659.0,Yes,M,z_High School,Clerical,52,Private,20410,1,Minivan,yes,0,0,Yes,3,3776,8.0,Highly Urban/ Urban
2764,0,26JUL60,39,1,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Student,15,Private,19470,10,z_SUV,no,0,0,No,2,2597,8.0,z_Highly Rural/ Rural
2766,0,17SEP62,37,2,12.0,35738.0,No,138610.0,Yes,z_F,z_High School,Clerical,46,Private,12900,1,z_SUV,no,0,0,No,1,4052,1.0,Highly Urban/ Urban
2778,2,19MAY57,42,2,8.0,57379.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,20040,1,Sports Car,no,0,0,Yes,2,6932,1.0,Highly Urban/ Urban
2781,0,27OCT65,34,1,9.0,37364.0,Yes,173675.0,z_No,z_F,Masters,Lawyer,49,Private,8640,8,z_SUV,no,43725,3,Yes,1,3066,1.0,Highly Urban/ Urban
2786,1,30JAN50,49,1,12.0,128329.0,No,380183.0,Yes,z_F,Masters,Lawyer,44,Private,23000,1,Sports Car,no,1448,2,No,6,5453,18.0,Highly Urban/ Urban
2787,0,13JUN73,26,4,6.5,2226.0,No,71148.0,Yes,z_F,z_High School,Home Maker,51,Private,1720,1,z_SUV,no,0,0,No,3,3581,1.0,Highly Urban/ Urban
2789,0,17APR53,46,0,6.0,51624.0,No,209830.0,Yes,z_F,Masters,Home Maker,39,Private,12850,1,z_SUV,no,5863,3,No,4,2843,21.0,Highly Urban/ Urban
2794,0,13DEC71,28,1,11.0,27957.0,Yes,0.0,z_No,M,z_High School,Clerical,28,Private,3770,1,Minivan,no,5581,3,No,2,9117,10.0,z_Highly Rural/ Rural
2795,0,24DEC51,48,0,13.0,6262.51497005988,No,0.0,Yes,M,z_High School,Student,18,Commercial,6880,6,Minivan,yes,0,0,No,0,2641,1.0,Highly Urban/ Urban
2802,0,25FEB52,47,0,9.0,108776.0,No,278542.0,Yes,z_F,Bachelors,Manager,47,Private,9150,1,z_SUV,no,0,0,No,1,6027,2.0,Highly Urban/ Urban
2807,0,29DEC53,46,0,12.0,16082.0,No,113151.5,Yes,M,<High School,Clerical,38,Commercial,9580,4,Pickup,yes,4253,1,No,0,1379,1.0,Highly Urban/ Urban
2816,0,14JUN58,41,0,11.0,21589.0,No,134865.0,z_No,z_F,<High School,Clerical,55,Private,25700,4,Minivan,no,0,0,No,1,5525,1.0,Highly Urban/ Urban
2822,0,15JUL58,41,0,8.0,60314.0,No,113151.5,Yes,M,Bachelors,z_Blue Collar,9,Private,9350,1,Minivan,yes,4265,1,No,2,5745,10.0,Highly Urban/ Urban
2829,0,23MAY46,53,0,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,31,Commercial,12530,6,Minivan,no,2796,2,No,7,13003,4.0,Highly Urban/ Urban
2838,2,18AUG41,58,3,18.0,9750.0,No,0.0,Yes,M,<High School,Student,50,Private,2480,1,Minivan,yes,3741,2,Yes,3,5185,1.0,Highly Urban/ Urban
2841,0,25JUN66,33,4,15.0,37793.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,21,Commercial,9710,10,Pickup,yes,0,0,No,2,3161,13.0,Highly Urban/ Urban
2843,0,03JUN63,36,0,11.0,34329.0,No,156793.0,Yes,M,<High School,z_Blue Collar,56,Commercial,8530,9,Pickup,yes,743,2,No,2,5013,1.0,Highly Urban/ Urban
2848,0,11APR60,39,0,12.0,33570.0,No,189197.0,z_No,M,Bachelors,Clerical,44,Private,7410,1,Pickup,no,0,0,Yes,4,2519,11.0,z_Highly Rural/ Rural
2849,1,01MAY62,37,2,8.0,95102.0,Yes,113151.5,z_No,z_F,Masters,Professional,32,Private,22160,1,Pickup,no,0,0,No,7,5150,16.0,Highly Urban/ Urban
2855,0,17APR73,26,3,0.0,0.0,Yes,0.0,z_No,M,z_High School,Student,41,Commercial,4100,1,Minivan,no,0,0,No,3,3953,1.0,Highly Urban/ Urban
2856,0,03FEB45,54,0,14.0,40862.0,No,0.0,z_No,z_F,Masters,Home Maker,48,Private,20400,7,z_SUV,no,0,0,No,0,10106,17.0,Highly Urban/ Urban
2858,0,14APR42,57,0,14.0,28629.0,No,191973.0,Yes,z_F,Masters,Lawyer,59,Private,10060,6,z_SUV,no,4478,3,No,8,5061,7.0,Highly Urban/ Urban
2860,0,10JUN59,40,2,14.0,50401.0,Yes,149910.0,z_No,z_F,z_High School,Clerical,5,Private,14340,10,z_SUV,no,7986,2,No,4,3207,7.0,Highly Urban/ Urban
2863,0,23MAR47,52,0,11.0,84438.0,No,0.0,z_No,z_F,Masters,Manager,65,Private,16940,1,Minivan,no,0,0,No,1,2489,17.0,Highly Urban/ Urban
2866,2,14MAR61,38,2,12.0,59395.0,No,209595.0,Yes,z_F,Masters,Lawyer,64,Private,11240,1,z_SUV,no,0,0,No,0,1306,10.0,Highly Urban/ Urban
2871,0,29SEP59,40,0,12.0,130381.0,No,324844.0,Yes,M,Masters,z_Blue Collar,20,Commercial,5500,3,Pickup,yes,7756,2,No,4,2737,20.0,Highly Urban/ Urban
2873,0,13APR54,45,3,17.0,61094.0,No,175634.0,Yes,z_F,Bachelors,z_Blue Collar,45,Commercial,6000,6,z_SUV,no,5528,1,No,0,2836,10.0,Highly Urban/ Urban
2882,0,16MAR58,41,0,0.0,0.0,No,83235.0,Yes,z_F,Bachelors,Home Maker,40,Private,5600,1,z_SUV,no,5020,3,No,5,5387,11.0,Highly Urban/ Urban
2885,1,20JAN56,43,2,11.0,76159.0,Yes,113151.5,z_No,z_F,Bachelors,Professional,52,Private,20270,3,Pickup,no,3255,2,No,1,2506,7.0,Highly Urban/ Urban
2887,2,21JUN59,40,2,13.0,65759.0,No,236449.0,Yes,z_F,z_High School,Professional,53,Private,12080,6,Minivan,no,0,0,No,0,1155,1.0,Highly Urban/ Urban
2888,0,27OCT66,33,2,0.0,0.0,No,0.0,Yes,z_F,z_High School,Home Maker,32,Private,5430,6,z_SUV,no,0,0,Yes,3,5867,9.0,Highly Urban/ Urban
2891,0,05MAR63,36,0,11.0,39786.0,No,0.0,z_No,M,z_High School,Manager,5,Private,15960,4,Minivan,no,19115,2,Yes,3,3455,1.0,Highly Urban/ Urban
2894,0,24JUN44,55,0,13.999999999999998,17049.0,No,86562.0,Yes,M,<High School,Clerical,28,Private,8740,10,Minivan,yes,7153,1,No,4,6855,5.0,Highly Urban/ Urban
2900,0,15JUN65,34,1,11.0,62708.0,No,233154.0,Yes,z_F,Bachelors,Professional,48,Private,18000,16,Pickup,no,51345,3,Yes,1,854,1.0,Highly Urban/ Urban
2905,0,07JUN36,63,0,19.0,73121.0,No,259648.0,Yes,M,Masters,Lawyer,14,Private,20840,13,z_SUV,no,0,0,Yes,0,4314,17.0,Highly Urban/ Urban
2906,0,24JAN57,42,0,10.0,12393.16305732484,No,51401.0,Yes,z_F,<High School,Home Maker,41,Private,5800,7,Sports Car,no,8834,1,No,1,5727,9.0,Highly Urban/ Urban
2909,0,15DEC46,53,0,15.0,47042.0,No,191400.0,z_No,M,z_High School,z_Blue Collar,15,Commercial,18070,6,Van,yes,0,0,Yes,3,531,9.0,Highly Urban/ Urban
2911,0,09APR57,42,2,13.0,88995.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,45,Private,25830,1,Sports Car,no,31687,2,Yes,2,23805,10.0,Highly Urban/ Urban
2914,1,31JAN56,43,1,10.0,119341.0,Yes,338327.0,z_No,z_F,PhD,Lawyer,35,Private,1500,1,z_SUV,no,0,0,No,1,2360,15.0,Highly Urban/ Urban
2917,0,01MAY62,37,0,0.0,0.0,No,90224.0,Yes,M,z_High School,Student,29,Commercial,29330,1,Panel Truck,yes,9512,2,No,1,6480,1.0,Highly Urban/ Urban
2921,0,27JUN66,33,1,10.0,83664.0,No,217763.0,Yes,M,Bachelors,z_Blue Collar,54,Commercial,21100,4,Van,yes,5495,3,No,7,2206,8.0,Highly Urban/ Urban
2926,0,01OCT51,48,0,9.0,56910.0,No,113151.5,z_No,z_F,Bachelors,Professional,36,Private,9430,6,z_SUV,no,1524,1,No,5,5021,12.0,Highly Urban/ Urban
2931,0,18APR46,53,0,13.0,140694.0,No,0.0,z_No,M,PhD,z_Blue Collar,28,Commercial,21750,9,Van,yes,0,0,No,0,3857,17.0,Highly Urban/ Urban
2933,0,28JUL45,54,0,11.0,127589.0,No,0.0,z_No,z_F,Masters,Lawyer,58,Private,20810,6,Minivan,no,0,0,No,0,2729,15.0,Highly Urban/ Urban
2936,1,03OCT60,39,3,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Home Maker,39,Private,6580,1,z_SUV,no,0,0,No,0,1076,1.0,z_Highly Rural/ Rural
2939,0,08APR53,46,0,9.0,88336.59451219512,No,0.0,z_No,z_F,Masters,Lawyer,36,Private,11910,1,Sports Car,no,9868,1,No,0,3257,18.0,Highly Urban/ Urban
2941,1,04FEB57,42,2,12.0,110128.0,No,282423.0,Yes,M,Bachelors,Manager,33,Commercial,37670,1,Panel Truck,yes,0,0,No,0,6995,14.0,Highly Urban/ Urban
2946,3,11APR60,39,3,14.0,44293.0,Yes,228387.0,z_No,z_F,Masters,Manager,37,Private,9830,1,Sports Car,no,5957,3,No,6,8876,7.0,Highly Urban/ Urban
2948,0,25JAN48,51,0,12.0,101859.0,No,272958.0,Yes,z_F,PhD,Professional,48,Private,13390,4,Sports Car,no,0,0,Yes,0,4896,17.0,z_Highly Rural/ Rural
2949,0,30NOV43,56,0,13.0,33519.0,No,232836.0,Yes,z_F,Bachelors,Clerical,61,Private,14760,1,z_SUV,no,0,0,No,3,2517,5.0,Highly Urban/ Urban
2950,3,08MAR57,42,3,12.0,24177.0,Yes,118852.0,z_No,z_F,<High School,Clerical,42,Private,21200,13,Minivan,no,39717,3,Yes,4,2513,1.0,z_Highly Rural/ Rural
2954,0,28MAY53,46,0,12.0,33635.0,No,191957.0,Yes,z_F,z_High School,z_Blue Collar,55,Commercial,26790,7,Minivan,no,3960,2,No,3,3273,8.0,Highly Urban/ Urban
2957,0,19JUL63,36,3,16.0,30033.0,No,107743.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,16310,10,z_SUV,no,0,0,Yes,0,4148,12.0,Highly Urban/ Urban
2962,0,12MAR44,55,0,11.0,42304.0,No,0.0,z_No,M,Bachelors,Professional,24,Commercial,31210,6,Panel Truck,yes,6978,2,No,4,1441,1.0,Highly Urban/ Urban
2964,0,16NOV70,29,4,0.0,0.0,No,0.0,Yes,z_F,Bachelors,Student,38,Commercial,20570,4,Pickup,no,0,0,No,2,6647,9.0,Highly Urban/ Urban
2968,1,22MAR63,36,1,6.0,40570.0,No,186294.0,Yes,z_F,Bachelors,Professional,30,Private,1500,4,Sports Car,no,25188,2,Yes,2,5211,1.0,Highly Urban/ Urban
2969,3,18NOV57,42,3,15.0,96752.0,No,274947.0,Yes,M,Masters,Manager,22,Private,13860,10,Minivan,yes,0,0,No,0,14585,13.0,Highly Urban/ Urban
2978,0,25SEP57,42,1,10.0,134520.0,Yes,342728.0,z_No,M,Masters,Lawyer,36,Private,5700,1,Pickup,no,2308,1,No,2,7801,12.0,Highly Urban/ Urban
2986,0,07JUL83,16,0,4.0,49522.0,No,155030.0,z_No,M,Bachelors,z_Blue Collar,24,Commercial,14980,4,Minivan,no,0,0,No,0,4566,7.0,Highly Urban/ Urban
2989,0,13SEP51,48,0,10.0,50655.0,No,113151.5,z_No,M,z_High School,z_Blue Collar,29,Commercial,11370,6,Pickup,yes,21229,2,Yes,3,8727,8.0,Highly Urban/ Urban
2994,0,07JUL82,17,0,6.0,40015.0,No,152243.0,z_No,M,z_High School,z_Blue Collar,50,Commercial,23400,7,Panel Truck,yes,2047,2,No,7,17001,1.0,Highly Urban/ Urban
2995,0,23JUN50,49,0,9.0,13394.0,No,0.0,z_No,M,<High School,Student,37,Commercial,21190,13,Van,yes,3653,3,No,0,3667,5.0,Highly Urban/ Urban
2996,3,07JUL63,36,3,14.0,102147.0,No,270030.0,Yes,M,<High School,z_Blue Collar,28,Private,15310,4,Minivan,no,6455,1,No,2,16678,7.0,Highly Urban/ Urban
2998,0,25APR56,43,0,9.0,96399.0,No,285628.0,Yes,z_F,PhD,Manager,51,Private,14920,1,z_SUV,no,3117,4,No,1,5005,12.0,Highly Urban/ Urban
3000,0,14DEC67,32,0,8.0,67842.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,49,Commercial,4600,7,Pickup,yes,0,0,Yes,0,3005,1.0,Highly Urban/ Urban
3002,0,16AUG52,47,0,10.0,64777.0,No,237421.0,z_No,z_F,Masters,z_Blue Collar,47,Commercial,31120,4,Van,no,23078,2,Yes,3,3456,7.0,Highly Urban/ Urban
3004,0,25NOV52,47,0,11.5,57136.0,No,192619.0,Yes,M,z_High School,Professional,55,Commercial,11810,8,Pickup,yes,8446,1,No,7,3261,8.0,Highly Urban/ Urban
3008,2,22FEB54,45,3,12.0,72738.0,Yes,0.0,z_No,z_F,Bachelors,Professional,52,Private,15420,1,z_SUV,no,2448,3,No,8,6978,1.0,Highly Urban/ Urban
3009,0,01JUN52,47,0,13.0,65802.0,No,262566.0,Yes,z_F,z_High School,z_Blue Collar,31,Private,6200,1,z_SUV,no,0,0,No,0,4933,1.0,Highly Urban/ Urban
3013,0,19DEC60,39,0,8.0,52506.0,No,210236.0,Yes,z_F,z_High School,Professional,56,Commercial,41570,3,Panel Truck,no,10584,2,No,4,2297,10.0,Highly Urban/ Urban
3017,0,07JUN49,50,0,15.0,43543.0,No,105982.0,Yes,M,Bachelors,z_Blue Collar,49,Commercial,15890,4,Minivan,yes,0,0,No,3,2665,5.0,Highly Urban/ Urban
3024,0,27JUL48,51,0,12.0,16052.0,No,0.0,z_No,M,<High School,Clerical,43,Private,6600,4,Minivan,no,0,0,No,0,502,1.0,Highly Urban/ Urban
3032,0,02OCT65,34,1,12.0,91832.0,No,291888.0,Yes,z_F,Bachelors,Manager,37,Commercial,24910,7,Pickup,no,4317,1,No,1,4234,5.0,Highly Urban/ Urban
3038,0,14MAR49,50,0,14.000000000000002,73277.0,No,205265.0,z_No,z_F,z_High School,z_Blue Collar,41,Commercial,7230,6,z_SUV,no,13102,2,No,4,9136,9.0,Highly Urban/ Urban
3046,0,29MAY48,51,0,0.0,6262.51497005988,No,0.0,z_No,M,z_High School,Student,34,Commercial,19630,4,Van,yes,6061,2,No,7,2854,1.0,Highly Urban/ Urban
3049,0,12OCT58,41,2,14.000000000000002,53940.0,No,182684.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,24510,1,Pickup,no,24295,1,Yes,3,3585,1.0,Highly Urban/ Urban
3052,0,17FEB59,40,0,9.0,49182.0,No,186066.0,Yes,M,Bachelors,z_Blue Collar,28,Commercial,10420,4,Pickup,no,0,0,No,0,1763,13.0,Highly Urban/ Urban
3058,3,27JUN58,41,3,13.0,57371.0,No,153181.0,Yes,z_F,z_High School,z_Blue Collar,69,Commercial,28600,1,Pickup,no,1858,4,No,3,3340,7.0,Highly Urban/ Urban
